id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
4890,maruti alto k10,2010,petrol,10910,199999,hyderabad,2409,hatchback,manual,lxi,TRUE,hyderabad,telangana,TRUE,ap11,inperson_sale,maruti,alto k10,in_stock,1,185626,235222,great,2021,TRUE,4645,30000,TRUE,FALSE
4891,maruti omni e,2018,petrol,25568,314599,hyderabad,766,,,8 str,TRUE,hyderabad,telangana,TRUE,ts15,inperson_sale,maruti,omni e,in_stock,1,285000,,great,2021,TRUE,7307,47190,TRUE,FALSE
4892,honda amaze,2017,petrol,17922,516399,hyderabad,1725,sedan,manual,1.2 vxmt i vtec,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,honda,amaze,in_stock,2,492000,593340,great,2021,TRUE,11995,77460,TRUE,FALSE
4893,maruti swift,2019,petrol,14428,615499,hyderabad,1847,hatchback,automatic,vxi amt,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,swift,in_stock,2,633876,766402,great,2021,TRUE,14297,92325,TRUE,FALSE
4894,honda city,2015,petrol,39983,546599,hyderabad,3952,sedan,manual,s mt petrol,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,honda,city,in_stock,1,552000,670620,great,2021,TRUE,12696,81990,TRUE,FALSE
4895,hyundai i10,2011,petrol,70484,342399,hyderabad,778,hatchback,automatic,sportz 1.2 at kappa2,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,hyundai,i10,in_stock,2,336880,416212,great,2021,TRUE,7953,51360,TRUE,FALSE
4896,honda city,2010,petrol,51549,396099,hyderabad,3698,sedan,manual,v mt petrol,TRUE,hyderabad,telangana,TRUE,ap28,inperson_sale,honda,city,in_transit,1,383666,471890,great,2021,TRUE,9200,59415,TRUE,FALSE
4897,renault kwid,2016,petrol,13440,357599,hyderabad,1275,hatchback,manual,1.0 rxt,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,renault,kwid,in_stock,1,291965,,good,2021,TRUE,8306,53640,TRUE,FALSE
4898,maruti swift,2018,petrol,25290,576399,hyderabad,515,hatchback,manual,vxi,TRUE,hyderabad,telangana,TRUE,ts13,inperson_sale,maruti,swift,in_stock,1,582725,706564,great,2021,TRUE,13388,86460,TRUE,FALSE
4899,tata tiago,2017,petrol,32875,473799,hyderabad,2716,hatchback,,xza 1.2 revotron,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,tata,tiago,in_stock,1,458929,554642,great,2021,TRUE,11005,71070,TRUE,FALSE
4900,hyundai i10,2010,petrol,66672,310399,hyderabad,997,hatchback,automatic,sportz 1.2 at kappa2,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,hyundai,i10,in_stock,1,301816,,great,2021,TRUE,7210,46560,TRUE,FALSE
4901,hyundai grand i10,2015,petrol,50992,446999,hyderabad,708,hatchback,manual,asta 1.2 vtvt,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,hyundai,grand i10,in_stock,2,434009,525489,great,2021,TRUE,10383,67050,TRUE,FALSE
4902,maruti swift,2014,petrol,55071,446299,hyderabad,1266,hatchback,manual,vxi,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,swift,in_transit,1,435097,526747,great,2021,TRUE,10366,66945,TRUE,FALSE
4903,hyundai i20 active,2018,diesel,32556,771499,hyderabad,1914,hatchback,manual,1.4 sx,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,hyundai,i20 active,in_stock,1,784900,786400,great,2021,TRUE,17920,115725,TRUE,FALSE
4904,skoda rapid,2018,petrol,33782,771699,hyderabad,5556,sedan,manual,style 1.6 mpi mt,TRUE,hyderabad,telangana,TRUE,ts10,inperson_sale,skoda,rapid,in_stock,1,765000,919830,great,2021,TRUE,17925,115755,TRUE,FALSE
4905,hyundai grand i10,2015,petrol,81287,442299,hyderabad,516,hatchback,manual,asta 1.2 kappa vtvt,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,hyundai,grand i10,in_stock,1,439975,,great,2021,TRUE,10273,66345,TRUE,FALSE
4906,maruti swift,2018,diesel,46992,622599,hyderabad,2340,hatchback,manual,vdi,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,maruti,swift,in_stock,1,644958,646458,great,2021,TRUE,14461,93390,TRUE,FALSE
4907,hyundai i10,2014,petrol,58303,352799,hyderabad,1884,hatchback,manual,sportz 1.1 irde2,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,hyundai,i10,in_stock,1,344516,425311,great,2021,TRUE,8195,52920,TRUE,FALSE
4908,skoda fabia,2011,petrol,58228,253799,hyderabad,3625,hatchback,manual,elegance 1.2 mpi,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,skoda,fabia,in_stock,2,228289,286987,good,2021,TRUE,5895,38070,TRUE,FALSE
4909,honda br-v,2016,petrol,31996,706999,hyderabad,3446,suv,automatic,1.5 i-vtec v cvt,TRUE,tadepalligudem,andhra pradesh,TRUE,ap37,inperson_sale,honda,br-v,in_stock,1,701377,,great,2021,TRUE,16422,106050,TRUE,FALSE
4910,tata tiago,2019,petrol,22069,539899,hyderabad,4667,hatchback,,xz+ 1.2 revotron,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,tata,tiago,in_stock,1,527458,,great,2021,TRUE,12541,80985,TRUE,FALSE
4911,maruti vitara brezza,2016,diesel,37380,783099,hyderabad,2046,suv,manual,zdi,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,vitara brezza,in_stock,1,796218,956352,great,2021,TRUE,18189,117465,TRUE,FALSE
4912,hyundai grand i10,2014,petrol,62099,399999,hyderabad,1513,hatchback,manual,asta 1.2 kappa vtvt,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,hyundai,grand i10,in_stock,1,379693,,great,2021,TRUE,9291,60000,TRUE,FALSE
4913,hyundai i20,2009,petrol,64790,296699,hyderabad,1413,hatchback,manual,magna 1.2 vtvt,TRUE,hyderabad,telangana,TRUE,ap13,inperson_sale,hyundai,i20,in_stock,1,269332,335839,great,2021,TRUE,6892,44505,TRUE,FALSE
4914,volkswagen polo,2011,petrol,81993,310199,hyderabad,2719,hatchback,manual,highline1.2l petrol,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,volkswagen,polo,in_stock,2,275231,342859,great,2021,TRUE,7205,46530,TRUE,FALSE
4915,maruti baleno,2016,petrol,54916,514199,hyderabad,1999,hatchback,manual,delta 1.2 k12,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,baleno,in_stock,1,521027,634377,great,2021,TRUE,11944,77130,TRUE,FALSE
4916,maruti alto 800,2019,petrol,34886,306899,hyderabad,1033,hatchback,manual,lxi,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,alto 800,in_stock,1,308310,382227,great,2021,TRUE,7128,46035,TRUE,FALSE
4917,maruti s cross,2017,diesel,52235,817099,hyderabad,1355,suv,manual,zeta 1.3,TRUE,hyderabad,telangana,TRUE,ts11,inperson_sale,maruti,s cross,in_stock,1,854853,856353,great,2021,TRUE,18979,122565,TRUE,FALSE
4918,hyundai verna,2010,petrol,81081,291199,hyderabad,2188,sedan,manual,transform 1.6 vtvt,TRUE,hyderabad,telangana,TRUE,ap29,inperson_sale,hyundai,verna,in_stock,2,264782,330415,good,2021,TRUE,6764,43680,TRUE,FALSE
4919,maruti vitara brezza,2018,diesel,24976,917599,hyderabad,1632,suv,automatic,zdi amt,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,maruti,vitara brezza,in_stock,1,958409,959909,great,2021,TRUE,21314,137640,TRUE,FALSE
4920,hyundai i10,2011,petrol,76345,304899,hyderabad,1110,hatchback,automatic,sportz 1.2 at kappa2,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,hyundai,i10,in_stock,2,308800,382812,good,2021,TRUE,7082,45735,TRUE,FALSE
4921,maruti alto 800,2017,petrol,52641,284299,hyderabad,1404,hatchback,manual,lxi,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,alto 800,in_stock,1,271370,338257,great,2021,TRUE,6604,42645,TRUE,FALSE
4922,maruti wagon r 1.0,2015,petrol,70993,301299,hyderabad,1942,hatchback,manual,vxi,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,wagon r 1.0,in_stock,1,304000,377100,great,2021,TRUE,6998,45195,TRUE,FALSE
4923,hyundai elite i20,2016,petrol,88256,572899,hyderabad,986,hatchback,manual,asta 1.2,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,hyundai,elite i20,in_stock,1,589071,713981,great,2021,TRUE,13307,85935,TRUE,FALSE
4924,maruti ertiga,2018,diesel,21021,971299,hyderabad,3121,suv,manual,zdi plus shvs,TRUE,hyderabad,telangana,TRUE,ts12,inperson_sale,maruti,ertiga,in_stock,1,1001692,990799,great,2021,TRUE,22561,145695,TRUE,FALSE
4925,hyundai i10,2008,petrol,85549,229399,hyderabad,747,hatchback,manual,magna 1.1 irde2,TRUE,hyderabad,telangana,TRUE,ap13,inperson_sale,hyundai,i10,in_stock,2,207285,261993,great,2021,TRUE,5328,34410,TRUE,FALSE
4926,maruti swift,2009,diesel,129266,269699,hyderabad,2444,hatchback,manual,vdi,TRUE,hyderabad,telangana,TRUE,ap23,inperson_sale,maruti,swift,in_transit,2,252063,315283,great,2021,TRUE,6264,40455,TRUE,FALSE
4927,hyundai elite i20,2015,petrol,82168,560299,hyderabad,1175,hatchback,manual,asta 1.2 (o),TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,hyundai,elite i20,in_stock,1,567599,688854,great,2021,TRUE,13014,84045,TRUE,FALSE
4928,tata tiago,2016,petrol,89440,363099,hyderabad,3974,hatchback,manual,xt 1.2 revotron,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,tata,tiago,in_stock,2,336200,415418,great,2021,TRUE,8434,54465,TRUE,FALSE
4929,volkswagen polo,2018,petrol,60529,572499,hyderabad,2552,hatchback,,highline 1.0 petrol,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,volkswagen,polo,in_stock,1,592314,572599,great,2021,TRUE,13298,85875,TRUE,FALSE
4930,honda crv,2007,petrol,101947,285299,hyderabad,5288,luxury suv,manual,2.4 mt,TRUE,hyderabad,telangana,TRUE,ap10,inperson_sale,honda,crv,in_stock,2,277700,345803,fair,2021,TRUE,6627,42795,TRUE,FALSE
4931,ford new figo,2016,diesel,83357,449999,hyderabad,964,hatchback,manual,1.5 titanium,TRUE,hyderabad,telangana,TRUE,ts10,inperson_sale,ford,new figo,in_stock,1,422329,,great,2021,TRUE,10452,67500,TRUE,FALSE
4932,maruti vitara brezza,2019,diesel,38781,828699,hyderabad,1566,suv,manual,vdi,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,vitara brezza,in_stock,1,870997,1026412,great,2021,TRUE,19249,124305,TRUE,FALSE
4933,maruti sx4,2008,petrol,107327,231499,hyderabad,2416,sedan,manual,zxi,TRUE,hyderabad,telangana,TRUE,ap29,inperson_sale,maruti,sx4,in_stock,1,178000,,great,2021,TRUE,5377,34725,TRUE,FALSE
4934,hyundai i10,2011,petrol,110349,231699,hyderabad,1215,hatchback,manual,sportz 1.2 kappa2,TRUE,hyderabad,telangana,TRUE,ap29,inperson_sale,hyundai,i10,in_transit,1,240000,,great,2021,TRUE,5382,34755,TRUE,FALSE
4935,maruti vitara brezza,2019,diesel,36005,942299,hyderabad,2365,suv,automatic,zdi amt,TRUE,vijayawada,andhra pradesh,TRUE,ap39,inperson_sale,maruti,vitara brezza,in_stock,1,984781,986281,great,2021,TRUE,21887,141345,TRUE,FALSE
4936,maruti alto k10,2012,petrol,89034,240599,hyderabad,416,hatchback,manual,vxi,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,maruti,alto k10,in_stock,2,225681,283885,great,2021,TRUE,5589,36090,TRUE,FALSE
4937,honda city,2010,petrol,167063,441599,hyderabad,500,sedan,automatic,v at,TRUE,hyderabad,telangana,TRUE,ap28,inperson_sale,honda,city,in_stock,1,387676,,great,2021,TRUE,10257,66240,TRUE,FALSE
4938,toyota fortuner,2017,diesel,188558,2269771,hyderabad,3586,luxury suv,manual,2.8 4x2 mt,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,toyota,fortuner,in_stock,1,2378752,2765057,great,2021,TRUE,52721,340466,TRUE,FALSE
4939,toyota fortuner,2011,diesel,160953,999199,hyderabad,2550,luxury suv,manual,3.0 mt 4x4,TRUE,hyderabad,telangana,TRUE,ap28,inperson_sale,toyota,fortuner,in_stock,2,1003322,1004822,great,2021,TRUE,23209,149880,TRUE,FALSE
4940,toyota innova,2012,diesel,150911,922199,hyderabad,2327,suv,manual,2.5 vx 8 str bs iv,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,toyota,innova,in_stock,1,932777,1097462,great,2021,TRUE,21420,138330,TRUE,FALSE
4941,toyota innova,2015,diesel,143896,1121699,hyderabad,1577,suv,manual,2.5 vx 8 str bs iv,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,toyota,innova,in_stock,2,1139970,1340455,great,2021,TRUE,26054,168255,TRUE,FALSE
4942,hyundai elite i20,2016,diesel,147359,527999,hyderabad,1687,hatchback,manual,1.4 crdi asta (o),TRUE,hyderabad,telangana,TRUE,ts15,inperson_sale,hyundai,elite i20,in_stock,1,535429,651227,great,2021,TRUE,12264,79200,TRUE,FALSE
4943,honda city,2016,petrol,137243,529499,hyderabad,2378,sedan,automatic,vx cvt petrol,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,honda,city,in_stock,1,525000,639030,great,2021,TRUE,12299,79425,TRUE,FALSE
4944,hyundai santro xing,2008,petrol,78841,143000,hyderabad,223,hatchback,manual,gls,FALSE,vijayawada,andhra pradesh,FALSE,ap16,online,hyundai,santro xing,,2,88000,,good,2020,FALSE,3322,21450,FALSE,FALSE
4945,maruti wagon r,2008,petrol,66355,150000,hyderabad,256,hatchback,manual,lxi,TRUE,hyderabad,telangana,FALSE,ap28,online,maruti,wagon r,,2,144000,,great,2020,TRUE,3484,22500,FALSE,FALSE
4946,hyundai verna,2007,diesel,142726,150000,hyderabad,325,sedan,manual,vgt crdi,FALSE,hyderabad,telangana,FALSE,ap36,,hyundai,verna,,2,97000,,great,2019,TRUE,3484,22500,FALSE,FALSE
4947,maruti swift,2016,petrol,3587,551399,hyderabad,8129,hatchback,manual,zxi,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,swift,in_stock,1,611013,620000,great,2020,TRUE,12808,82710,TRUE,TRUE
4948,maruti swift dzire,2016,diesel,3343,624799,hyderabad,2828,sedan,manual,vdi bs iv,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,swift dzire,in_stock,1,628441,760049,great,2021,TRUE,14513,93720,TRUE,FALSE
4949,hyundai i20,2012,petrol,10027,368599,hyderabad,7827,hatchback,manual,magna 1.2 vtvt,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,hyundai,i20,in_stock,1,363988,448469,great,2021,TRUE,8562,55290,TRUE,FALSE
4950,tata safari,2012,diesel,147857,210000,hyderabad,522,suv,manual,4x2 ex dicor bs iv,TRUE,dantewada,chhattisgarh,FALSE,cg18,online,tata,safari,,1,0,,fair,2020,FALSE,4878,31500,FALSE,FALSE
4951,hyundai i10,2014,petrol,28446,376099,hyderabad,4761,hatchback,manual,sportz 1.1 irde2,TRUE,hyderabad,telangana,TRUE,ap29,inperson_sale,hyundai,i10,in_stock,1,360514,444349,great,2021,TRUE,8736,56415,TRUE,FALSE
4952,renault kwid,2017,petrol,9415,337299,hyderabad,3468,hatchback,manual,rxt,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,renault,kwid,,1,293403,,great,2021,TRUE,7835,50595,TRUE,FALSE
4953,hyundai i20,2012,petrol,32353,413699,hyderabad,6873,hatchback,manual,asta 1.2,TRUE,hyderabad,telangana,TRUE,ap29,inperson_sale,hyundai,i20,in_stock,1,404600,491082,great,2021,TRUE,9609,62055,TRUE,FALSE
4954,maruti dzire,2020,petrol,15784,661399,hyderabad,454,sedan,manual,vxi,TRUE,hyderabad,telangana,TRUE,ts10,inperson_sale,maruti,dzire,,1,664515,666015,great,2021,TRUE,15363,99210,TRUE,FALSE
4955,maruti swift,2015,diesel,36668,517699,hyderabad,4434,hatchback,manual,vdi abs,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,swift,in_stock,2,518995,631988,great,2021,TRUE,12025,77655,TRUE,FALSE
4956,hyundai grand i10,2014,petrol,45993,372999,hyderabad,1929,hatchback,manual,magna 1.2 kappa vtvt,TRUE,hyderabad,telangana,TRUE,ap28,inperson_sale,hyundai,grand i10,in_stock,2,360025,,great,2021,TRUE,8664,55950,TRUE,FALSE
4957,hyundai grand i10,2017,petrol,27251,512499,hyderabad,1162,hatchback,manual,asta 1.2 kappa vtvt,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,hyundai,grand i10,in_stock,1,515146,516646,great,2021,TRUE,11904,76875,TRUE,FALSE
4958,hyundai grand i10,2016,petrol,31361,391699,hyderabad,1096,hatchback,manual,magna 1.2 vtvt,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,hyundai,grand i10,in_stock,1,384800,,great,2021,TRUE,9098,58755,TRUE,FALSE
4959,hyundai grand i10,2019,petrol,3884,540099,hyderabad,2523,hatchback,manual,magna 1.2 vtvt,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,hyundai,grand i10,in_stock,1,537000,653070,great,2021,TRUE,12545,81015,TRUE,FALSE
4960,maruti swift,2020,petrol,10923,629999,hyderabad,1626,hatchback,automatic,vxi amt,TRUE,hyderabad,telangana,TRUE,ts10,inperson_sale,maruti,swift,,1,620500,,great,2021,TRUE,14633,94500,TRUE,FALSE
4961,renault kwid,2016,petrol,30909,373799,hyderabad,1233,hatchback,automatic,rxt 1.0 easy-r at option,TRUE,vijayawada,andhra pradesh,TRUE,ap16,inperson_sale,renault,kwid,,1,326756,,great,2021,TRUE,8682,56070,TRUE,FALSE
4962,hyundai grand i10,2017,petrol,3915,542999,hyderabad,1115,hatchback,manual,sportz o 1.2,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,hyundai,grand i10,,1,513673,,great,2021,TRUE,12613,81450,TRUE,FALSE
4963,maruti alto k10,2019,petrol,14764,387999,hyderabad,886,hatchback,manual,vxi,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,maruti,alto k10,in_stock,1,378905,466236,great,2021,TRUE,9012,58200,TRUE,FALSE
4964,chevrolet cruze,2010,diesel,47145,414899,hyderabad,3057,luxury sedan,automatic,ltz at,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,chevrolet,cruze,in_stock,3,362215,,great,2021,TRUE,9637,62235,TRUE,FALSE
4965,hyundai i10,2008,petrol,45640,250499,hyderabad,1060,hatchback,manual,magna,TRUE,hyderabad,telangana,TRUE,ap11,inperson_sale,hyundai,i10,in_stock,1,232066,,great,2021,TRUE,5818,37575,TRUE,FALSE
4966,honda city,2011,petrol,59781,398699,hyderabad,893,sedan,manual,s mt petrol,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,honda,city,,1,336165,,great,2021,TRUE,9261,59805,TRUE,FALSE
4967,maruti ertiga,2015,petrol,36040,557799,hyderabad,2531,suv,manual,vxi,TRUE,hyderabad,telangana,TRUE,ts10,inperson_sale,maruti,ertiga,in_stock,2,521532,,great,2021,TRUE,12956,83670,TRUE,FALSE
4968,hyundai eon,2012,petrol,29691,237999,hyderabad,1503,hatchback,manual,era plus,TRUE,hyderabad,telangana,TRUE,ap28,inperson_sale,hyundai,eon,in_stock,1,200800,,good,2021,TRUE,5528,35700,TRUE,FALSE
4969,maruti swift,2015,petrol,49078,466899,hyderabad,1620,hatchback,manual,vxi,TRUE,rajahmundry,andhra pradesh,TRUE,ap05,inperson_sale,maruti,swift,in_stock,1,425000,514950,great,2021,TRUE,10845,70035,TRUE,FALSE
4970,volkswagen vento,2013,diesel,49081,504699,hyderabad,2440,sedan,manual,highline diesel,TRUE,hyderabad,telangana,TRUE,ap28,inperson_sale,volkswagen,vento,in_stock,1,480196,,great,2021,TRUE,11723,75705,TRUE,FALSE
4971,ford figo,2011,petrol,40590,243599,hyderabad,1824,hatchback,manual,1.2 zxi duratec,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,ford,figo,out_of_stock,1,230000,289040,good,2021,TRUE,5658,36540,TRUE,FALSE
4972,hyundai santro xing,2007,petrol,72039,171399,hyderabad,1492,hatchback,manual,xo erlx euro iii,TRUE,hyderabad,telangana,TRUE,ap29,inperson_sale,hyundai,santro xing,in_stock,1,147495,189069,good,2021,TRUE,3981,25710,TRUE,FALSE
4973,hyundai i20,2010,petrol,63693,321999,hyderabad,1056,hatchback,manual,magna 1.2 vtvt,TRUE,hyderabad,telangana,TRUE,ap10,inperson_sale,hyundai,i20,in_stock,1,292059,362879,great,2021,TRUE,7479,48300,TRUE,FALSE
4974,ford ecosport,2014,petrol,57599,556999,hyderabad,3523,suv,automatic,1.5 titanium ti vct at,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,ford,ecosport,in_stock,1,538610,,great,2021,TRUE,12938,83550,TRUE,FALSE
4975,hyundai elite i20,2019,petrol,17891,779199,hyderabad,1157,hatchback,,1.2 sports plus vtvt cvt,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,hyundai,elite i20,in_stock,2,767000,,great,2021,TRUE,18099,116880,TRUE,FALSE
4976,chevrolet beat,2013,diesel,49994,225399,hyderabad,1548,hatchback,manual,ps diesel,TRUE,vijayawada,andhra pradesh,TRUE,ap16,inperson_sale,chevrolet,beat,,1,162474,,good,2021,TRUE,5235,33810,TRUE,FALSE
4977,mahindra thar,2017,diesel,35098,772199,hyderabad,1578,suv,manual,crde 4x4 bs iv,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,mahindra,thar,in_stock,1,773560,775060,great,2021,TRUE,17936,115830,TRUE,FALSE
4978,hyundai elite i20,2017,petrol,54543,603799,hyderabad,974,hatchback,manual,sportz 1.2,TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,hyundai,elite i20,in_stock,1,622022,623522,great,2021,TRUE,14025,90570,TRUE,FALSE
4979,hyundai elite i20,2017,petrol,46636,654999,hyderabad,1501,hatchback,manual,asta 1.2 (o),TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,hyundai,elite i20,in_stock,1,664871,802667,great,2021,TRUE,15214,98250,TRUE,FALSE
4980,hyundai accent,2008,petrol,90511,173399,hyderabad,4503,sedan,manual,gle,TRUE,hyderabad,telangana,TRUE,ap29,inperson_sale,hyundai,accent,in_stock,2,121577,,good,2021,TRUE,4028,26010,TRUE,FALSE
4981,maruti ertiga,2019,diesel,9906,1075648,hyderabad,4099,suv,,zdi plus 1.5 diesel,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,maruti,ertiga,in_stock,2,1123282,1124782,great,2021,TRUE,24985,161348,TRUE,FALSE
4982,maruti vitara brezza,2018,diesel,40659,776399,hyderabad,2026,suv,manual,vdi opt,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,maruti,vitara brezza,in_stock,1,814752,961737,great,2021,TRUE,18034,116460,TRUE,FALSE
4983,hyundai verna,2013,diesel,69582,555099,hyderabad,902,sedan,manual,fluidic 1.6 sx crdi,TRUE,hyderabad,telangana,TRUE,ap10,inperson_sale,hyundai,verna,in_stock,2,499325,601906,great,2021,TRUE,12894,83265,TRUE,FALSE
4984,volkswagen polo,2016,diesel,61357,502099,hyderabad,2483,hatchback,manual,comfortline 1.5l diesel,TRUE,hyderabad,telangana,TRUE,ts09,inperson_sale,volkswagen,polo,in_stock,2,482307,581998,great,2021,TRUE,11663,75315,TRUE,FALSE
4985,honda civic,2007,petrol,102600,127599,hyderabad,30272,sedan,automatic,1.8v at,TRUE,gurgaon,haryana,TRUE,hr26,inperson_sale,honda,civic,in_stock,2,138044,174733,great,2020,TRUE,2964,19140,TRUE,FALSE
4986,hyundai creta,2018,petrol,29129,844899,hyderabad,2597,suv,manual,1.6 e + vtvt,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,hyundai,creta,in_stock,1,860781,862281,great,2021,TRUE,19625,126735,TRUE,FALSE
4987,hyundai verna,2011,petrol,87022,448699,hyderabad,797,sedan,manual,fluidic 1.6 sx vtvt,TRUE,hyderabad,telangana,TRUE,ap10,inperson_sale,hyundai,verna,in_stock,1,392752,,good,2021,TRUE,10422,67305,TRUE,FALSE
4988,ford ecosport,2018,diesel,44630,891799,hyderabad,2657,suv,,1.5 ecosport titanium sports(sunroof),TRUE,hyderabad,telangana,TRUE,ts08,inperson_sale,ford,ecosport,,2,934338,935838,great,2021,TRUE,20714,133770,TRUE,FALSE
4989,mahindra tuv300,2019,diesel,27228,886399,hyderabad,2456,suv,,t 10 mt dual tone,TRUE,hyderabad,telangana,TRUE,ts13,inperson_sale,mahindra,tuv300,in_stock,1,890000,891500,great,2021,TRUE,20589,132960,TRUE,FALSE
4990,hyundai creta,2016,diesel,22280,1010705,hyderabad,2184,suv,,1.6 sx crdi,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,hyundai,creta,in_stock,1,1045055,1046555,great,2021,TRUE,23476,151606,TRUE,FALSE
4991,audi q3,2015,diesel,87654,1535599,hyderabad,3164,luxury suv,automatic,35 tdi quattro,TRUE,hyderabad,telangana,TRUE,ts10,inperson_sale,audi,q3,in_stock,1,1517500,1774625,great,2021,TRUE,35668,230340,TRUE,FALSE
4992,honda jazz,2015,petrol,63791,531199,hyderabad,1168,hatchback,automatic,1.2 v at,TRUE,hyderabad,telangana,TRUE,ts10,inperson_sale,honda,jazz,,1,468517,,great,2021,TRUE,12338,79680,TRUE,FALSE
4993,skoda rapid,2012,diesel,88245,378799,hyderabad,1442,sedan,manual,ambition 1.6 tdi mt,TRUE,hyderabad,telangana,TRUE,ap28,inperson_sale,skoda,rapid,in_stock,1,316000,391380,good,2021,TRUE,8799,56820,TRUE,FALSE
4994,honda city,2013,petrol,122598,445699,hyderabad,2048,sedan,automatic,v at,TRUE,hyderabad,telangana,TRUE,ap09,inperson_sale,honda,city,in_stock,1,411900,499623,great,2021,TRUE,10352,66855,TRUE,FALSE
4995,volkswagen polo,2015,petrol,98091,471199,hyderabad,1355,hatchback,manual,highline1.2l petrol,TRUE,hyderabad,telangana,TRUE,ts10,inperson_sale,volkswagen,polo,in_stock,1,452340,546931,great,2021,TRUE,10945,70680,TRUE,FALSE
4996,volkswagen polo,2015,diesel,130427,489599,hyderabad,1066,hatchback,manual,comfortline 1.5l diesel,TRUE,hyderabad,telangana,TRUE,ts07,inperson_sale,volkswagen,polo,in_stock,2,428500,519045,great,2021,TRUE,11372,73440,TRUE,FALSE
4997,toyota fortuner,2009,diesel,215056,857499,hyderabad,2262,luxury suv,manual,3.0 mt 4x4,TRUE,hyderabad,telangana,TRUE,ap04,inperson_sale,toyota,fortuner,,2,870968,872468,great,2021,TRUE,19918,128625,TRUE,FALSE
4998,chevrolet cruze,2011,diesel,65669,350000,hyderabad,501,luxury sedan,manual,ltz,TRUE,hyderabad,telangana,FALSE,ap10,online,chevrolet,cruze,in_stock,2,192000,,fair,2020,FALSE,8130,52500,FALSE,TRUE
4999,tata indica v2,2015,diesel,240000,170000,hyderabad,314,,,ls,FALSE,,,FALSE,ts07,inperson_sale,tata,indica v2,,2,0,,good,2020,TRUE,3949,25500,FALSE,FALSE
